5254,Runaways (2005) #21,21,25541,87,"DEAD MEANS DEAD CHAPTER 3 As the Runaways face the biggest threat of their young lives, an old friend reappears. ", | Molly Hayes | Runaways, | penciller (cover):Jo Chen | letterer:Randy Gentile | penciller:Mike Norton | colorist:Christina Strain | writer:Brian K. Vaughan | inker:Craig Yeung,, | onsaleDate:2006-10-18T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-01-25T00:00:00-0500 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2006,10
 
