38992,Marvel Zombies Christmas Carol (2011) #4,4,8513,224,"He's faced the past and his role in the origin of the plague sweeping the land.  The present is wrought with the Hungry Dead.  And now, the worst stands at Scrooge's doorstep-the Spirit of Christmas Yet To Come.   ",, | letterer:Jeff Eckleberry | penciller (cover):Frank Martin | writer:Jim McCann | penciller:Jordi Tarragona,, | onsaleDate:2011-08-24T00:00:00-0400 | focDate:2011-08-10T00:00:00-0400 | unlimitedDate:2012-07-13T00:00:00-0400 | digitalPurchaseDate:2012-12-18T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
