32559,Secret Warriors (2008) #15,15,29669,60,"WAKE THE BEAST PART 5 Nick Fury comes face-to-face with his greatest betrayal. Break-ups, hook-ups and more! Featuring the secret history of Viper! ", | Hydra | Nick Fury | Secret Warriors | Viper, | editor:Tom Brevoort | penciller:Stefano Caselli | other:John Cassaday | penciller (cover):Jim Cheung | colorist:Sunny Gho | writer:Jonathan Hickman | letterer:Dave Lanphear,, | onsaleDate:2010-04-28T00:00:00-0400 | focDate:2010-04-01T00:00:00-0400 | unlimitedDate:2011-08-29T11:30:01-0400 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,4
 
