24573,Avengers: The Initiative (2007) #25,25,40086,48,"THE INITIATIVE: DISSASEMBLED CONCLUSION The full effects of Dark Reign take hold as Norman Osborn reshapes the Initiative into a place to train the Dark Avengers of tomorrow! And wait until you see who's running things now... ", | Diamondback (Rachel Leighton) | Gauntlet (Joseph Green) | Gravity | Justice | Norman Osborn | Prodigy | Taskmaster | Tigra (Greer Nelson) | Trauma, | colorist:Edgar Delgado | letterer:Chris Eliopoulos | writer:Christos Gage | penciller (cover):Humberto Ramos | editor:Jeanine Schaefer, | Dark Reign, | onsaleDate:2009-06-24T00:00:00-0400 | focDate:2009-06-04T00:00:00-0400 | unlimitedDate:2010-08-10T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,6
 
