22558,Ultimatum (2008) #1,1,114208,1,"Massive climatic disturbances are wreaking havoc with the planet and even the assemblage of the Ultimate U's mightiest is no match for this worldwide destruction! Featuring Spider-Man, the Fantastic Four, the X-Men, the Ultimates, the Hulk and more! ",, | penciller:David Finch | colorist:STEVE FIRCHOW | colorist:Jason Keith | writer:Jeph Loeb | inker:Danny K. Miki | letterer:Richard Starkings,, | onsaleDate:2008-11-05T00:00:00-0500 | focDate:2008-10-16T00:00:00-0400 | unlimitedDate:2009-09-28T00:00:00-0400 | digitalPurchaseDate:2012-01-25T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2008,11
 
