33165,X-Campus (2010) #4,4,8139,220,"It's an all-new, all-different version of the X-Men as told by some of Europe's greatest comics storytellers!  In this vivid re-imagining of the X-Men mythos, everything is not as it seems and teenaged versions of Cyclops, Beast, Wolverine, Iceman, Storm and Rogue face a threat worse even than super villains or race-destroying viruses... HIGH SCHOOL! Xavier's students face the deadly Sentinel robots, but is it Magnus who unleashed this threat, or someone even more dangerous? The gang will need some unlikely allies if they hope to stop the Sentinels' wave of destruction, and not everyone will make it out alive! Rated T  ...$4.99",,,, | onsaleDate:2010-09-22T00:00:00-0400 | focDate:2010-09-02T00:00:00-0400 | unlimitedDate:2011-08-10T00:00:00-0400, | printPrice:4.99 ,2010,9

