27974,X-Babies (2009) #1,1,18372,115,"Little X-Men! Big Adventure! Stars Reborn! Things have changed in Mojoworld as Mojo's been ousted by Mr. Veech, who's replaced the The X-Babies - the number one, top-rated stars - with something newer, safer, friendlier, and...more adorable! The X-Babies we know and love aren't going to sit by and let that happen. And how are the characters from Marvel's mid-'80s, kid-centric Star Comics line involved? The sleeper hit of the fall starts here! Rated A ...$3.99", | X-Babies | X-Men, | penciller:Jacob Chabot | penciller:Skottie Young | writer:Gregg Schigiel,, | onsaleDate:2009-10-07T00:00:00-0400 | focDate:2009-09-17T00:00:00-0400 | unlimitedDate:2011-03-16T00:00:00-0400, | printPrice:3.99 ,2009,10

