39958,Fear Itself: The Fearless (2011) #4,4,31491,59,"Sin and Crossbones attempt to crack the undersea vault of the Sub-Marine to retrieve one of The Serpent's hammers. Guest-starring the Thing and the FF, Namor the Sub-Mariner, the Thunderbolts and more! ", | Sub-Mariner, | artist:Art Adams | artist:Mark Bagley | artist:Paul Pelletier | writer:Cullen Bunn | writer:Matt Fraction | writer:Chris Yost, | Shattered Heroes, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2012-11-07T00:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
