25369,Hulk (2008) #17,17,52629,26,"CODE RED CONSLUSION Is Red Hulk strong enough to throw down with Wolverine, Punisher, Deadpool, the all-new Red She-Hulk, and more? Find out, as new secrets are revealed as the stage is set for a Hulk event you'll have to read to believe.", | Hulk, | letterer:Comicraft | penciller:Dario Brizuela | penciller:Ian Churchill | inker:Mark Farmer | colorist:Chris Giarrusso | colorist:Peter Steigerweld | writer:Audrey Loeb | writer:Jeph Loeb,, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2009-11-05T00:00:00-0500 | unlimitedDate:2010-12-03T00:00:00-0500 | digitalPurchaseDate:2011-03-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,11

