49499,Dexter Down Under (2014) #3,3,9875,181,"DEXTER'S BACK IN AN INTERNATIONAL ADVENTURE WRITTEN BY HIS CREATOR JEFF LINDSAY! - Dexter Morgan, the serial killer of serial killers, is on the trail of a new murderer...but he's out of his comfort zone of his native Miami and feeling the Australian heat! - When everything is flipped Down Under, Dexter finally finds himself as not the hunter, but the prey! ",, | penciller (cover):Michael Del Mundo | writer:Jeff Lindsay | artist:Dalibor Talajic,, | onsaleDate:2014-04-23T00:00:00-0400 | focDate:2014-03-31T00:00:00-0400, | printPrice:3.99
 
