23738,Amazing Spider-Man (1999) #588,588,61325,12,"CHARACTER ASSASINATION CONCLUSION Menace's identity has been unmasked! The person behind the Spider-Tracer Killings has been revealed! Questions are finally answered here! Save for one, and that is, what does this all have to do with Osborn? ", | Carlie Cooper | Harry Osborn | Lily Hollister | Menace | Norman Osborn | Spider-Man, | writer:Marc Guggenheim | inker:Klaus Janson | inker:Tom Palmer | letterer:Cory Petit | penciller (cover):John Romita JR. | colorist:Dean White,, | onsaleDate:2009-03-18T00:00:00-0400 | focDate:2009-02-26T00:00:00-0500 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2010-12-15T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,3
 
