36505,New Mutants (2009) #28,28,26130,77,"Cyclops has tasked Dani Moonstar with leading the New Mutants. With Cannonball out of commission, Magik imprisoned, and a severely depowered Nate Grey serving on the team, Dani seems to have inherited quite a mess... ", | New Mutants | Sugar Man | X-Man, | writer:Dan Abnett | writer:Andy Lanning | penciller (cover):Jorge Molina | penciller:Michael Ryan,, | onsaleDate:2011-07-27T00:00:00-0400 | focDate:2011-07-04T00:00:00-0400 | unlimitedDate:2012-02-15T00:00:00-0500 | digitalPurchaseDate:2012-03-13T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
