25180,Fantastic Four (1998) #568,568,45798,39,"The penultimate chapter of THE MASTER OF DOOM, as Reed Richards is offered a Solomon's choice by the triumphant Marquis of Death! Rated A ...$2.99", | Fantastic Four, | writer:Joe Ahearne | other:Andrew Currie | other:Chris Eliopoulos | penciller:Bryan Hitch | penciller:Warren Simons | colorist:Paul Mounts | colorist:Chris Sotomayor | inker:Cam Smith | letterer:Rus Wooton,, | onsaleDate:2009-07-01T00:00:00-0400 | focDate:2009-06-11T00:00:00-0400 | unlimitedDate:2009-06-19T00:00:00-0400 | digitalPurchaseDate:2011-02-22T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,7

