8507,Deadpool (1997) #50,50,25797,80,"A job goes horribly wrong as Deadpool fails to prevent the death of an innocent man! Now he must care for the man's son, who takes up the sidekick mantle of Pool Boy! ", | Deadpool, | penciller (cover):Art Adams | colorist:Tom Chu | inker:Jon Holdredge | writer:Jimmy Palmiotti | writer:Buddy Scalera | penciller:MK - Darick Robertson,, | onsaleDate:2001-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2013-07-26T14:20:42-0400 | digitalPurchaseDate:2013-03-26T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,1
 
