21704,Amazing Spider-Man (1999) #568,568,93346,7,NEW WAYS TO DIE PART 1 The Thunderbolts are on their way to Manhattan to take down Spider-Man!, | Spider-Man | Toxin (Eddie Brock), | artist:Adi Granov | inker:Klaus Janson | letterer:Cory Petit | penciller:John Romita JR. | writer:Dan Slott | writer:Mark Waid | colorist:Dean White,, | onsaleDate:2008-08-20T00:00:00-0400 | focDate:2008-07-31T00:00:00-0400 | unlimitedDate:2010-01-04T00:00:00-0500 | digitalPurchaseDate:2010-10-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2008,8
 21706,Amazing Spider-Man (1999) #568,568,93346,7,"""NEW WAYS TO DIE!""
<br>JOHN ROMITA JR. returns to AMAZING SPIDER-MAN!
<br>Get ready for the six part Spidey Summer Blockbuster: NEW WAYS TO DIE. In the double-sized part one, THE THUNDERBOLTS are coming to New York to take down Spider-Man! And Spidey's Brand New Day will be changed forever. Plus, Mark Waid and Adi Granov bring you up to date with Original Venom, Eddie Brock!
<br>Rated A ...$3.99
<br>", | Spider-Man, | penciller:Adi Granov | penciller:John Romita JR. | inker:Klaus Janson | letterer:Todd Klein | letterer:Cory Petit | writer:Dan Slott | writer:Mark Waid | colorist:Dean White,, | onsaleDate:2008-08-20T00:00:00-0400 | focDate:2008-07-31T00:00:00-0400, | printPrice:3.99
 
