50205,Savage Hulk (2014) #1,1,44177,40,"AN ALL-NEW SERIES!!! Alan Davis writes and draws a blockbuster story pitting the HULK against... the X-MEN!?!?! Learn the startling secret of Professor Xavier's connection to Bruce Banner! Guest starring the Leader and the Abomination! ",, | penciller (cover):Alan Davis, | Marvel NOW!, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-29T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
