35067,Incredible Hulks (2009) #622,622,30404,48,"Don't miss the shocking climax of GOD SMASH as the Incredible Hulk breaks the most fundamental law set by the gods before mortals by demanding a reckoning from the most formidable Allfather of them all! ", | Hulk, | penciller (cover):Carlo Pagualyan,, | onsaleDate:2011-02-09T00:00:00-0500 | focDate:2011-01-26T00:00:00-0500 | unlimitedDate:2011-12-16T00:00:00-0500 | digitalPurchaseDate:2012-06-19T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
