21516,Captain America (2004) #40,40,79301,12,"THE MAN WHO BOUGHT AMERICA Part 4 It's Cap versus Cap for the future of the American Dream as the Red Skull looks on in laughter! And Bucky learns the true identity of the man behind the other mask! ",, | writer:Ed Brubaker | letterer:Joe Caramagna | colorist:Frank D'Armata | other:Chris Eliopoulos | inker:Steve Epting,, | onsaleDate:2008-07-16T00:00:00-0400 | focDate:2008-06-26T00:00:00-0400 | unlimitedDate:2008-11-06T00:00:00-0500 | digitalPurchaseDate:2010-07-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,7
 
