31549,Invincible Iron Man (2008) #511,511,35402,55,"The Mandarin attacks! Plus, Zeke Stane and a NEW Detroit Steel return. ", | Iron Man, | colorist:Frank D'Armata | writer:Matt Fraction | inker:Salvador Larroca, | Shattered Heroes, | onsaleDate:2011-12-21T00:00:00-0500 | focDate:2011-11-28T00:00:00-0500 | unlimitedDate:2012-07-31T00:00:00-0400 | digitalPurchaseDate:2012-03-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
