27868,The Rawhide Kid (2010) #4,4,6290,254,"It's High Noon as the Sensational Seven squares off against Cristo Pike and his gang of legendary gunfighters!  It's Two-Gun Kid vs. Lone Ninja!  Kid Colt vs. Bloody Ivan!  Doc Holliday vs. Le Sabre Kid!  Billy the Kid vs. Kid Dead!  Red Wolf vs. Grizzly Johnson!  Annie Oakley vs. Honey Bee!  And Rawhide Kid vs. Kid Cabo! Parental Advisory ...$3.99",,,, | onsaleDate:2010-09-15T00:00:00-0400 | focDate:2010-08-26T00:00:00-0400, | printPrice:3.99 ,2010,9

