14320,X-Men (1991) #32,32,48407,32,, | Archangel | Banshee | Gambit | Psylocke | Rogue | Spiral (Rita Wayword) | X-Men, | colorist:Digital Chameleon | colorist:Kevin Somers | editor:Bob Harras | editor:Ben Raab | penciller (cover):Andy Kubert | writer:Fabian Nicieza | letterer:Bill Oakley | inker:Matt Ryan,, | onsaleDate:1994-05-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,7

