35274,X-Factor (2005) #224,224,23681,100,"""HARD LABOR"" Conclusion! About to give birth and on the run from mutants, demons and gods alike, Wolfsbane turns to the only ones she feels she can trust: her own kind. But even with the help of THE PACK, will Wolfsbane and her baby survive the ordeal? And considering some believe the baby to be the harbinger of the end of the world, do we even want them to?", | Wolfsbane | X-Men, | writer:Peter David | penciller:EMANUELA LUPACCHINO | penciller (cover):David Yardin,, | onsaleDate:2011-08-17T00:00:00-0400 | focDate:2011-07-25T00:00:00-0400 | unlimitedDate:2012-03-22T00:00:00-0400 | digitalPurchaseDate:2014-02-04T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2011,8

