35708,Deadpool (2008) #36,36,28173,62,"He's baa-aack! Macho Gomez! Not exactly who you were thinking, huh? Gomez didn't come alone. Bringing some of Deadpool's closest friends with him, Deadpool faces those that he has wronged in the past. Youch! "," | Bob, Agent of Hydra | Deadpool", | penciller (cover):Dave Johnson | writer:Daniel Way | editor:Jordan White,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2012-12-26T00:00:00-0500 | digitalPurchaseDate:2012-05-15T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,4
 
