10328,New Mutants (2003) #3,3,43434,34,, | Adam Warlock | Beast | Cannonball | Magma (Amara Aquilla) | New Mutants | Sunspot, | editor:MacKenzie Cadenhead | editor:C. B. Cebulski | writer:Nunzio DeFilippis | writer:Christina Weir | letterer:Randy Gentile | penciller:Keron Grant | colorist:Dan Kemp | penciller (cover):Joshua Middleton | inker:Rob Stull,, | onsaleDate:2003-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:0 ,2003,7

