19936,Iron Man (1998) #60,60,37892,41,, | Iron Man, | editor:Tom Brevoort | editor:Andy Schmidt | editor:Marc Sumerak | letterer:Chris Eliopoulos | penciler:Mike Grell | inker:Scott Hanna | colorist:Arsia Rozegar | colorist:Udon Studios,, | onsaleDate:2002-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,10

