17968,X-Force (1991) #122,122,52055,23,, | Doop | Orphan | U-Go Girl | Vivisector | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-06-07T00:00:00-0400, | printPrice:0 ,2001,11

