41147,Fear Itself (2010) #3,3,3880,289,"The blockbuster Marvel event of the year continues! Sin leads the most audacious attack on American soil the world has ever seen as global panic sets in and we fall sway to the power of fear itself. On Asgard, Loki hatches the scheme to end all schemes. And everywhere, the Serpent's presence is felt...never moreso than when a major Marvel hero falls at his hands. The shock ending to end all shock endings...as the cycle of evil stretching millennia is at last completed. ", | Black Widow | Falcon | Hulk | Shang-Chi | Sin | Winter Soldier, | editor:Tom Brevoort | writer:Matt Fraction | penciller:Stuart Immonen | penciller (cover):Steve McNiven,, | onsaleDate:2011-06-01T00:00:00-0400 | focDate:2011-05-18T00:00:00-0400, | printPrice:3.99 38043,Fear Itself (2010) #3,3,3880,289,"The blockbuster Marvel event of the year continues! Sin leads the most audacious attack on American soil the world has ever seen as global panic sets in and we fall sway to the power of fear itself. On Asgard, Loki hatches the scheme to end all schemes. And everywhere, the Serpent's presence is felt...never moreso than when a major Marvel hero falls at his hands. The shock ending to end all shock endings...as the cycle of evil stretching millennia is at last completed. ", | Black Widow | Falcon | Hulk | Red She-Hulk | Shang-Chi | Sin | Winter Soldier, | editor:Tom Brevoort | writer:Matt Fraction | penciller:Stuart Immonen | penciller (cover):Steve McNiven, | Fear Itself, | onsaleDate:2011-06-01T00:00:00-0400 | focDate:2011-05-18T00:00:00-0400 | unlimitedDate:2012-03-13T00:00:00-0400 | digitalPurchaseDate:2011-09-07T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2011,7

