48513,Infinity: Heist (2013) #4,4,17324,129,"The crime of the century just got a bit more complicated! Blizzard&#39;s new&hellip;uh&hellip;developments put the entire team in jeopardy &ndash; while Titanium Man&#39;s true identity is OUT OF THIS WORLD! Frank Tieri and Al Barrionuevo bring the twists in the Infinity Heist!",, | penciller (cover):Alejandro Barrionuevo Iribarne | writer:Frank Tieri, | Infinity, | onsaleDate:2014-01-08T00:00:00-0500 | focDate:2013-12-23T00:00:00-0500 | unlimitedDate:2014-06-30T00:00:00-0400 | digitalPurchaseDate:2014-01-08T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
