15020,X-Treme X-Men (2001) #18,18,68535,15,"The battle is over. The X-Men have won. But many of them have been wounded. Who will survive? Featuring Captain America, Iron Man, and The Thing! ", | Beast | Bishop | Captain America | Gambit | Iron Man | Nightcrawler | Rogue | Thunderbird (Neal Shaara) | Wolverine | X-Men, | writer:Chris Claremont | colorist:Liquid Graphics | penciller (cover):Salvador Larroca | editor:Andrew Lis | editor:Lynne Yoshii | letterer:Tom Orzechowski,, | onsaleDate:2002-11-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-01-17T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99,2002,9
 
