30195,Siege: Embedded (2010) #4,4,40054,46,"As the SIEGE of Asgard escalates to its final chaotic moments, one man must decide which is more important - living through the day, or getting the truth behind the story of the century!",,, | Siege, | onsaleDate:2010-05-12T00:00:00-0400 | focDate:2010-04-22T00:00:00-0400 | unlimitedDate:2011-01-10T00:00:00-0500 | digitalPurchaseDate:2011-06-14T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,5

