49117,She-Hulk (2014) #3,3,27398,83,"- We the people find you DOOM! - When the son of Victor Von Doom seeks extradition, Jen Walters will go to the ends of the earth for Justice! - All this, and Matt Murdock too as Charles Soule (THUNDERBOLTS) and Javier Pulido (HAWKEYE) continue 2014's sleeper hit! ",, | artist:Javier Pulido | writer:Charles Soule | penciller (cover):Kevin P. Wada,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
