26167,Punisher Noir (2009) #3,3,13601,141,"""TWO DOWN..."" 	 The Punisher has cut a bloody swath through the organized crime families of prohibition-era New York City and now they're starting to fight back.  Does Frank have what it takes to take down Jigsaw and Barracuda?  The real question is, will there be anything left of him, if he does? Parental Advisory ...$3.99",, | penciller:Paul Azaceta | colorist:Tim Bradstreet | colorist:Nick Filardi | letterer:Joe Sabino | writer:Frank Tieri,, | onsaleDate:2009-10-21T00:00:00-0400 | focDate:2009-10-01T00:00:00-0400 | unlimitedDate:2010-11-15T00:00:00-0500 | digitalPurchaseDate:2012-06-19T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,10

