27540,Black Panther (2008) #2,2,33750,49,"The new Black Panther faces off against the one and only Lord of Latveria: Dr. Doom! ",,,, | onsaleDate:2009-03-04T00:00:00-0500 | focDate:2009-02-12T00:00:00-0500 | unlimitedDate:2009-12-02T00:00:00-0500 | digitalPurchaseDate:2012-09-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,3
 
