1637,Black Panther (2005) #1,1,1370,289,"Who is the Black Panther? Part 1 (of 6) The Black Panther's origin is retold in a cinematic scope with social satire and all-out action that's sure to excite true believers and the hip hop faithful.", | Black Panther, | letterer:Chris Eliopoulos | writer:Reginald Hudlin | inker:Klaus Janson | penciller:John Romita JR. | colorist:Dean White,, | onsaleDate:2005-02-02T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-07-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2006,6
 
