30110,Iron Man Legacy (2010) #8,8,13686,134,"Caught between the SERPENT SOCIETY on one side and THE PRIDE on the other in his attempts to remake the impoverished Imperio neighborhood in Los Angeles, TONY STARK makes the daring move to take his case directly to the people themselves-but can anything make them stand up against the super villain masters of L.A.? One thing might, when IRON MAN makes an appearance-except at the moment it's JIM RHODES under the golden mask, and he's not too thrilled with what Tony is doing! Find out why here! Rated T  ...$2.99", | Iron Man, | penciler:Juan Doe | penciller:Steve Kurth | writer:Fred Van Lente,, | onsaleDate:2010-11-03T00:00:00-0400 | focDate:2010-10-23T00:00:00-0400 | unlimitedDate:2013-04-08T00:00:00-0400, | printPrice:2.99 ,2010,11

