37400,FF (2010) #2,2,2650,281,"Doctor Doom: Tyrant. Madman. Evil genius. Member of The FF? ", | Fantastic Four, | penciller (cover):Daniel Acuna | editor:Tom Brevoort | penciller:Steve Epting | writer:Jonathan Hickman,, | onsaleDate:2011-04-27T00:00:00-0400 | focDate:2011-04-04T00:00:00-0400 | unlimitedDate:2012-02-03T00:00:00-0500 | digitalPurchaseDate:2011-12-13T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,2
 
