51174,Superior Iron Man (2014) #3,3,38806,51,"THE LAST TEMPTATION OF MATT MURDOCK - After the life-changing events of issue #2, MATT MURDOCK is faced with an impossible choice. - Will DAREDEVIL rebel or will he buy into TONY STARK'S vision? - Can nothing stop the SUPERIOR IRON MAN'S non-stop party? You'll be surprised at who wants to crash it! ",,, | Axis, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-11-03T00:00:00-0500 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
