48855,Thor: God of Thunder (2012) #24,24,38330,74,"THE LAST DAYS OF MIDGARD Aftermath - Thor's battle against ROXXON has colossal ramifications for all of Asgard. And also for... Jane Foster? - While in the far future, what dark fate has befallen Galactus at the hands of the King Thor? ",, | writer:Jason Aaron | penciller (cover):AGUSTIN ALESSIO,, | onsaleDate:2014-07-02T00:00:00-0400 | focDate:2014-06-09T00:00:00-0400 | unlimitedDate:2015-01-05T00:00:00-0500 | digitalPurchaseDate:2014-07-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
