35227,Avengers (2010) #20,20,57145,17,"The latest and greatest roster of Avengers roots out the secret labs of H.A.M.M.E.R.! Who's really behind this latest threat, and who rebuilt the new Dark Avengers? ", | Avengers, | artist:Daniel Acuna | writer:Brian Michael Bendis | letterer:Cory Petit, | Shattered Heroes, | onsaleDate:2011-12-21T00:00:00-0500 | focDate:2011-11-28T00:00:00-0500 | unlimitedDate:2012-06-28T00:00:00-0400 | digitalPurchaseDate:2012-07-31T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
