21923,X-Men Legacy (2008) #216,216,66415,18,"The trust between Cyclops and Xavier has been eroded by terrible revelations. Now Xavier wants Scott Summers to hold a mirror up to his own past and present. What he sees there could destroy them both. ", | X-Men, | penciller:Philippe Briones | penciller:Salvador Larroca | writer:Mike Carey | other:Chris Eliopoulos | inker:Scott Hanna | letterer:Cory Petit | colorist:Brian Reber | colorist:Raul Trevino,, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2009-08-19T00:00:00-0400 | digitalPurchaseDate:2011-08-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,9
 
