49515,New Warriors (2014) #5,5,18576,119,"- With half the team trapped in the bowels of mysterious and very probably haunted WUNDAGORE MOUNTAIN, the rest of the all-new New Warriors deal with the bar scene in Prague! - A look inside the mind of happy go lucky SPEEDBALL, the most hated man in America. - A dog and cat play chess, the result of which could destroy NEW YORK CITY. ",, | penciller (cover):Ramon Perez | writer:Christopher Yost,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
