316,Hawkeye (2003) #4,4,20470,90,"Hawkeye's Myrtle Beach mystery spirals out of Clint's control just as the little Southern secret worth hundreds of millions of dollars was coming into focus. What was the ""Unity Pact"" that bound a group of Vietnam vets together and is the answer still a world away in Laos? The only way for Clint and a motley band of misfits to find out might be to go on a little road trip... 32 PGS./MARVEL PSR...$2.99",, | writer:Fabian Nicieza | penciller (cover):Howard Porter | penciller:Stefano Raffaele,, | onsaleDate:2004-01-21T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-06T00:00:00-0400, | printPrice:2.99 ,2004,1

