15716,Ultimate X-Men (2000) #25,25,95610,9,HELLFIRE AND BRIMSTONE PART 5 The Hellfire Club extends an invitation for the X-Men to join them in celebration. Little do the heroes know that a dark plan has been in the works for years and is about to come to fruition!, | Angel (Ultimate) | Beast (Ultimate) | Blob (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Hellfire Club (Ultimate) | Jean Grey (Ultimate) | Magneto (Ultimate) | Nightcrawler (Ultimate) | Stacy X (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | penciller:Kia Asamiya | writer:Chuck Austen | writer:Stan Lee | writer:Mark Millar | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Brian Smith | letterer:Chris Eliopoulos | letterer:Paul Tutrone | colorist:Richard Isanove | colorist:J.d. Smith | colorist:Chris Sotomayor | penciller (cover):Adam Kubert | inker:Danny K. Miki,, | onsaleDate:2003-01-15T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-08T00:00:00-0400 | digitalPurchaseDate:2010-09-21T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,11

