4313,Civil War (2006) #2,2,46102,49,"The super-heroes split as the CIVIL WAR heats up! Registration has become law, household names have gone rogue and a Marvel legend makes a decision that will change a life forever. Featuring the NEW AVENGERS, the FANTASTIC FOUR, the YOUNG AVENGERS and pretty much everybody else! And, no fooling, true believer... this issue features one of the most shocking climaxes in Marvel Comics history.", | Captain America | Hawkeye (Kate Bishop) | Hulkling | Iron Man | Patriot | Spider-Man | Wiccan | Young Avengers, | letterer:Chris Eliopoulos | colorist:Morry Hollowell | penciller (cover):Steve McNiven | writer:Mark Millar | inker:Dexter Vines, | Civil War, | onsaleDate:2006-06-14T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2012-01-05T11:28:39-0500 | digitalPurchaseDate:2009-11-02T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,7

