350,Iron Man (1998) #74,74,31960,58,"THE BEST DEFENSE PART 2 (of 6) Tony Stark has been nominated for the position of Secretary of Defense, but that doesn't mean he's got the job just yet. It's a different kind of battle for Iron Man, one he may not be able to win this time!", | Iron Man, | penciller (cover):Jorge Pereira Lucas | writer:John Miller,, | onsaleDate:2003-11-12T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-06-17T00:00:00-0400 | digitalPurchaseDate:2010-08-04T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2003,11
 
