48024,Amazing X-Men (2013) #6,6,45095,37,"- Nightcrawler is back at the Jean Grey School! - But when Mystique comes calling, he may be returning to the afterlife very soon. ",, | writer:Jason Aaron | penciller (cover):Ed McGuinness,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
