24409,Amazing Spider-Man (1999) #602,602,71457,19,"The Chameleon returns with a mission that has Mayor J. Jonah Jameson in his sights! Meanwhile, the Anti-Spider Squad narrows its dragnet around the Wall-Crawler, and Peter Parker gets a new job. Will it bring him closer to Mary Jane or push her away? ", | Chameleon | Harry Osborn | J. Jonah Jameson | Mary Jane Watson | Spider-Man, | letterer:Joe Caramagna | colorist:Jeromy Cox | penciller (cover):Adi Granov | inker:Rick Ketcham | inker:Barry Kitson | writer:Fred Van Lente | editor:Stephen Wacker,, | onsaleDate:2009-08-12T00:00:00-0400 | focDate:2009-07-23T00:00:00-0400 | unlimitedDate:2009-12-10T00:00:00-0500 | digitalPurchaseDate:2011-01-25T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
