29198,Avengers (2010) #12,12,63441,7,"The conclusion to the Infinity Gauntlet arc takes the Avengers into the heart of the universe and reveals a new entity. Who will wield the gauntlet? ", | Avengers | Iron Man | Thor | Wolverine, | writer:Brian Michael Bendis | editor:Tom Brevoort | penciller (cover):John Romita JR.,, | onsaleDate:2011-04-20T00:00:00-0400 | focDate:2011-03-28T00:00:00-0400 | unlimitedDate:2011-02-28T00:00:00-0500 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
