20037,Ghost Rider (2001) #6,6,35930,59,, | Ghost Rider (Johnny Blaze), | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | editor:Bronwyn Taggart | letterer:Jimmy Betancourt | letterer:Richard Starkings | writer:Devin Grayson | penciler:Trent Kaniuga | colorist:Dan Kemp | inker:Danny K. Miki,, | onsaleDate:2002-01-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,11

