35676,Deadpool (2008) #35,35,28517,60,"SPACE ODDITY CONCLUSION Okay, so Round One of Deadpool's epic battle with Id the Selfish Moon didn't exactly go as planned. With his reputation on the line, it's now time for Deadpool to put up or shut up. Guess which one he's not gonna do? ", | Deadpool, | penciller:Carlo Barberi | penciller (cover):Dave Johnson | writer:Daniel Way | editor:Jordan White,, | onsaleDate:2011-04-13T00:00:00-0400 | focDate:2011-03-21T00:00:00-0400 | unlimitedDate:2012-12-25T00:00:00-0500 | digitalPurchaseDate:2012-02-21T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,4
 
