15623,Daredevil (1998) #22,22,60049,17,, | Daredevil, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | colorist:Chris Chuckry | writer:Bob Gale | letterer:Oscar Gongora | letterer:Richard Starkings | inker:James Hodgkins | penciller (cover):David Mack | penciller:Phil Winslade,, | onsaleDate:2001-10-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2001,8

