17521,Avengers (1998) #38,38,67599,5,, | Avengers | Black Knight (Sir Percy of Scandia) | Captain America | Captain Marvel (Carol Danvers) | Diablo | Edwin Jarvis | Firebird | Hank Pym | Hulk | Iron Man | Kang | Living Lightning | Photon | Quicksilver | Scarlet Witch | Thor | Triathlon | Vision | Wasp | Wonder Man, | letterer:Comicraft | letterer:Albert Deschesne | letterer:Richard Starkings | editor:Tom Brevoort | writer:Kurt Busiek | penciler:Alan Davis | inker:Mark Farmer | colorist:Tom Smith,, | onsaleDate:2001-03-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-02-03T00:00:00-0500 | digitalPurchaseDate:2013-03-12T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2001,1

