19858,Killraven (2002) #4,4,17970,110,, | Captain America | Killraven | Vision, | editor:Tom Brevoort | penciler:Olivier Coipel | penciler:Alan Davis | inker:Mark Farmer | inker:Andy Lanning | writer:Geoff Johns | letterer:Pat Prentice | colorist:Gregory Wright,, | onsaleDate:2003-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400, | printPrice:0 ,2003,1

