29223,Avengers Academy (2010) #8,8,24014,61,"After the students of the Avengers Academy discover that one of Tigra's most fearsome enemies has escaped from prison, the teens seek out vengeance. Will this be the team's first steps towards being heroes or will they give in to more villainous ways? ",, | writer:Christos Gage | penciller:Mike McKone | editor:Bill Rosemann,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-06T00:00:00-0500 | unlimitedDate:2011-12-06T00:00:00-0500 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,1
 
