48327,Mighty Avengers (2013) #12,12,24851,118,"ORIGINAL SIN tie-in! Election Night, 1972. Under a moonless sky, unspeakable evil slouched towards Manhattan to be born... ...and the only people who could hold it back were the original Mighty Avengers. Meanwhile, in the present day - history repeats itself! But this time, have the Mighty Avengers already failed?",, | writer:Al Ewing | penciller (cover):Greg Land, | Original Sin, | onsaleDate:2014-07-23T00:00:00-0400 | focDate:2014-06-30T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-23T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
