36503,New Mutants (2009) #30,30,26678,76,"FEAR ITSELF TIE-IN Dani's teammates are afraid of what will happen if Dani takes on her mission alone, but will they abandon the X-Men as Juggernaut destroys San Francisco? ", | New Mutants, | penciller:David Lafuente | writer:Andy Lanning | colorist:Val Staples,, | onsaleDate:2011-08-24T00:00:00-0400 | focDate:2011-08-01T00:00:00-0400 | unlimitedDate:2012-02-22T00:00:00-0500 | digitalPurchaseDate:2012-04-24T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
