29025,Nova (2007) #33,33,21841,91,"REALM OF KINGS tie-in! Nova and Darkhawk find themselves teamed up with Black Bolt? Are these three very different heroes just pawns in the Sphinx's vast game, or can they break out and unravel his dark cosmic scheme? ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | colorist:Impacto - Bruno Hang | penciller:Brandon Peterson | letterer:Cory Petit | inker:Andrea Di Vito,, | onsaleDate:2010-01-20T00:00:00-0500 | focDate:2009-12-28T00:00:00-0500 | unlimitedDate:2011-08-11T00:00:00-0400, | printPrice:2.99,2010,1
 
