35295,X-Factor (2005) #214,214,25117,58,"The suicide of a high school student triggers X-Factor's most personal case as X-Factor is hired to learn the identities of the bullies who drove the student to take his own life.  But once they have the names, do they turn that information over to the authorities...or to the student's angry family, who may well take punishment into their own hands?  ", | X-Factor | X-Men, | colorist:Jeromy Cox | writer:Peter David | letterer:Chris Eliopoulos | penciller:EMANUELA LUPACCHINO | penciller (cover):David Yardin,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-05T00:00:00-0500, | printPrice:2.99,2011,1
 35292,X-Factor (2005) #214,214,25117,58,"The suicide of a high school student triggers X-Factor's most personal case as X-Factor is hired to learn the identities of the bullies who drove the student to take his own life.  But once they have the names, do they turn that information over to the authorities...or to the student's angry family, who may well take punishment into their own hands? ", | X-Factor, | writer:Peter David | penciller:EMANUELA LUPACCHINO | penciller (cover):David Yardin,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-05T00:00:00-0500 | unlimitedDate:2011-12-14T00:00:00-0500 | digitalPurchaseDate:2013-04-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
