15061,Runaways (2003) #1,1,25905,84,"What if you discovered your parents were super-villains?  This issue kicks off the Runaways, the critically acclaimed series of a group of teenagers trying to do right where their parents wronged. ", | Alex Wilder | Runaways, | penciller:Adrian Alphona | editor:C. B. Cebulski | editor:Stephanie Moore | penciller (cover):Jo Chen | inker:David Newbold | colorist:Brian Reber | letterer:Paul Tutrone | writer:Brian K. Vaughan,, | onsaleDate:2003-07-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-04-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,4

