49627,Miracleman (2014) #7,7,19123,118,"- Miracleman and Mr. Cream descend into the jungles of Paraguay where the battle with Gargunza begins! - Gargunza's shocking intentions for Liz Moran and her unborn child are revealed! - An unexpected enemy may mean the death of Miracleman! - Including material originally presented in WARRIOR #20-21 and MIRACLEMAN #6, plus bonus content. ",, | artist:Chuck Austen | penciller (cover):Alan Davis,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400, | printPrice:4.99
 
