23930,Incredible Hercules (2008) #128,128,33736,67,"The DARK AVENGERS versus the OLYMPUS GROUP versus Herc & Co! 'NUFF SAID! Rated T  ...$2.99", | Amadeus Cho | Ares | Bullseye | Hercules | Norman Osborn | Sentry (Robert Reynolds), | colorist:Guru-eFX | colorist:Raul Trevino | letterer:Joe Caramagna | other:Chris Eliopoulos | writer:Greg Pak | writer:Fred Van Lente | inker:Terry Pallot | inker:David Williams | penciller:Dietrich Smith, | Dark Reign, | onsaleDate:2009-04-22T00:00:00-0400 | focDate:2009-04-02T00:00:00-0400 | unlimitedDate:2010-01-01T17:15:13-0500 | digitalPurchaseDate:2012-08-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,4

