36465,X-23 (2010) #13,13,23976,95,"Guest-starring the FF! As X-23 searches for the sole survivor of her kill list, a seemingly-unstoppable force descends on New York and X-23 is its target...until an unlikely cavalry shows up. ", | Gambit | X-23 | X-Men, | penciller (cover):Kalman Andrasofszky | writer:Marjorie Liu | penciller:Phil Noto,, | onsaleDate:2011-08-03T00:00:00-0400 | focDate:2011-07-11T00:00:00-0400 | unlimitedDate:2012-08-09T00:00:00-0400 | digitalPurchaseDate:2012-07-24T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
