32975,The Thanos Imperative (2010) #3,3,30493,58,"As the staggering consequences of the Cancerverse's invasion become apparent, Star-Lord and his battered band of heroes fight to protect Thanos, who has actually become the universe's only hope! ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Aleksi Briclot | letterer:Chris Eliopoulos | colorist:Jay David Ramos | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-08-11T00:00:00-0400 | focDate:2010-07-08T00:00:00-0400 | unlimitedDate:2011-08-04T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,8
 
