5667,Black Panther (2005) #23,23,54758,36,"CIVIL WAR: BLACK PANTHER PART 5 Alarmed by the CIVIL WAR that's rocking the U.S., T'Challa and Storm decide to get off the sidelines and get involved in the fight! ", | Black Panther | Captain America | Iron Man | Storm, | penciller (cover):Mike Deodato | penciller:Manuel Garcia | letterer:Randy Gentile | writer:Reginald Hudlin | colorist:Matt Milla, | Civil War, | onsaleDate:2006-12-27T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-24T00:00:00-0500 | digitalPurchaseDate:2012-04-03T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2006,12
 
